task_id,nearest_neighbor_task_id,nearest_neighbor_distance,nearest_neighbor_used_run_config,accuracy,balanced_accuracy,precision,precision_micro,precision_macro,recall,recall_micro,recall_macro,f1_micro,f1_macro,jaccard_micro,jaccard_macro
2122,75223,0.15302189884611211,ensemble-learners/el_task-75223_ens-size-15_budget-m-2000_budget-f-100_seed-464.pkl,0.8411103910131777,0.8373136242238017,"[0.98068182 0.53333333 0.83870968 0.98734177 0.67741935 0.81818182
 0.85380117 0.82564103 0.76923077 0.84526559 0.82363636 0.80431655
 0.78897137 0.79631182 0.82076176 0.886      0.83733333 0.8       ]",0.8411103910131777,0.8159409733691073,"[0.9896789  0.8        0.89655172 0.96296296 0.72413793 0.84375
 0.83428571 0.81313131 0.78838174 0.8280543  0.80604982 0.81014493
 0.81045752 0.79631182 0.81467754 0.85852713 0.87101248 0.82352941]",0.8411103910131777,0.8373136242238017,0.8411103910131777,0.8249536550902916,0.7257899151831485,0.7095161681132318
task_id,nearest_neighbor_task_id,nearest_neighbor_distance,nearest_neighbor_used_run_config,accuracy,balanced_accuracy,precision,precision_micro,precision_macro,recall,recall_micro,recall_macro,f1_micro,f1_macro,f1_samples,jaccard_micro,jaccard_macro
3048,146593,0.7420344904791536,ensemble-learners/el_task-146593_ens-size-20_budget-m-2000_budget-f-100_seed-931.pkl,0.9772357723577236,0.5,[0.97723577 0.        ],0.9772357723577236,0.4886178861788618,[1. 0.],0.9772357723577236,0.5,0.9772357723577236,0.4942434210526316,0.9772357723577236,0.9554848966613673,0.4886178861788618
task_id,nearest_neighbor_task_id,nearest_neighbor_distance,nearest_neighbor_used_run_config,accuracy,balanced_accuracy,precision,precision_micro,precision_macro,recall,recall_micro,recall_macro,f1_micro,f1_macro,jaccard_micro,jaccard_macro
3049,3048,0.8208718262358183,ensemble-learners/el_task-3048_ens-size-20_budget-m-2000_budget-f-100_seed-247.pkl,0.9741100323624595,0.7658523908523909,[0.98       0.77777778],0.9741100323624595,0.8788888888888888,[0.99324324 0.53846154],0.9741100323624595,0.7658523908523909,0.9741100323624595,0.8114704087858451,0.9495268138801262,0.7200883002207505
task_id,nearest_neighbor_task_id,nearest_neighbor_distance,nearest_neighbor_used_run_config,accuracy,balanced_accuracy,precision,precision_micro,precision_macro,recall,recall_micro,recall_macro,f1_micro,f1_macro,jaccard_micro,jaccard_macro
3053,75142,0.5198901899429393,ensemble-learners/el_task-75142_ens-size-5_budget-m-2000_budget-f-100_seed-596.pkl,0.9508196721311475,0.949438202247191,[0.91262136 1.        ],0.9508196721311475,0.9563106796116505,[1.        0.8988764],0.9508196721311475,0.949438202247191,0.9508196721311475,0.9505301414711801,0.90625,0.9057488818588415
task_id,nearest_neighbor_task_id,nearest_neighbor_distance,nearest_neighbor_used_run_config,accuracy,balanced_accuracy,precision,precision_micro,precision_macro,recall,recall_micro,recall_macro,f1_micro,f1_macro,jaccard_micro,jaccard_macro
75089,3053,0.8667681857214515,ensemble-learners/el_task-3053_ens-size-5_budget-m-2000_budget-f-100_seed-965.pkl,0.7636363636363637,0.63575,[0.51666667 0.81851852],0.7636363636363637,0.6675925925925926,[0.3875 0.884 ],0.7636363636363637,0.63575,0.7636363636363637,0.6464285714285715,0.6176470588235294,0.5117670522536897
